chargeDeviceID,reference,name,latitude,longitude,buildingName,thoroughfare,street,town,county,postcode,countryCode,deviceOwnerName,deviceOwnerWebsite,deviceControllerName,deviceControllerWebsite,deviceNetworks,chargeDeviceStatus,dateCreated,dateUpdated,moderated,attribution,onStreetFlag,locationType,access24Hours
cfeedcdd5e287bef4b583158a12363f1,SRC_LDN60188,2 Riddons Road,51.431454,0.031175,,Riddons Road,Junction with Chinbrook Road,Leek,Greater London,SE12 9QR,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/2 11:28,Y,Source London,1,On-street,0
e2f964e176efb40969652e3249023645,SRC_LDN60190,ACE Cafe London,51.54121,-0.277943,ACE Cafe London,North Circular Road,Brent,Willesdon,Greater London,NW10 7UD,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/2 11:29,Y,Source London,,On-street,0
451bf16fff6233cca8d9ad69b31c33b9,SRC_LDN60192,Albemarle Street,51.509939,-0.142737,,Albemarle Street,,Hanover Square,Greater London,W1S 4BS,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/2 11:31,Y,Source London,1,On-street,0
9165d83699e3d014274f4737d169a2a0,SRC_LDN60193,Alcorn Close,51.37852,-0.202034,,Alcorn Close,,North Cheam,Greater London,SM3 9PX,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/2 11:33,Y,Source London,,On-street,0
e1544ee9437a8407ba1a88ad797fd3e2,SRC_LDN60194,Aldermans Hill,51.618522,-0.11167,,Aldermans Hill,,Palmers Green,Greater London,N13 4YD,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/2 11:35,Y,Source London,1,On-street,0
6bd1d12cb7b4668d39bd7b9d01a98bad,SRC_LDN60195,Alexandra Road/Holloway Street CP,51.469744,-0.363063,,Alexandra Road,,Hounslow,Greater London,TW3 1LS,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/2 11:35,Y,Source London,,On-street,0
f8411c202a5cf1e26a0eb50979857d44,SRC_LDN60196,Arnos Grove Station Car Park 1,51.616451,-0.13286,,Bowes Road,,New Southgate,Greater London,N11 1BA,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/10/15 12:32,Y,Source London,,Public car park,0
9fa0bb67ba754c1b4e5921c3bc837ceb,SRC_LDN60197,Asda Bexleyheath,51.458198,0.142816,Asda Bexleyheath Superstore,Graham Road,,Bexleyheath,Greater London,DA6 7BN,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/8/26 11:33,Y,Source London,1,Retail car park,0
47f1adc470baaf1874d79dc4144af95f,SRC_LDN60198,Asda Charlton,51.488779,0.022515,Asda Charlton Superstore,Bugsby Way,,Charlton,Greater London,SE7 7ST,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/8/26 11:31,Y,Source London,,Retail car park,0
cb306aab7cdb746c2996f02a7b7d1ce4,SRC_LDN60199,Asda Colindale,51.593928,-0.261281,Asda Colindale Superstore,Capitol Way off Edgware Road,,The hyde,Greater London,NW9 0AS,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/8/26 11:32,Y,Source London,,Retail car park,0
491ef963c5ac9a9136f60c8cb2188636,SRC_LDN60200,Asda Dagenham,51.530281,0.142523,Asda Dagenham Superstore,Merrielands Crescent,,Dagenham,Greater London,RM9 6SJ,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/8/26 11:33,Y,Source London,,Retail car park,0
c20168038c0e10c441f2c118ac418ee7,SRC_LDN60202,Asda Kingston on Thames,51.411135,-0.28965,Asda Kingston on Thames Superm,London Road,,Kingston upon Thames,Greater London,KT2 6QL,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/8/26 11:36,Y,Source London,,Retail car park,0
ddecc260427b448f88f296b1ef62b8a8,SRC_LDN60203,Asda Leyton,51.555913,-0.009736,Asda Leyton Mills Superstore,Marshall Road,,Leyton,Greater London,E10 5NH,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/8/26 11:37,Y,Source London,,Retail car park,0
4c3860eca356f2a5ee47b2bfc2a9a93e,SRC_LDN60204,Asda Mitcham,51.407436,-0.169209,Asda Mitcham Supermarket,St James Estate,Bond Road,Mitcham,Greater London,CR4 3EB,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/8/26 11:37,Y,Source London,,Retail car park,0
c6d16d558ca9f98ad8e8fce9b6ded577,SRC_LDN60205,Asda Northolt Road,51.557969,-0.360619,Asda South Harrow Supermarket,Northolt Road,,Harrow,Greater London,HA28JN,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/8/26 11:38,Y,Source London,1,Retail car park,0
ea407c6c8898c300a60b1f84d8f15d80,SRC_LDN60206,Asda Park Royal,51.52929,-0.269699,Asda Park Royal Superstore,Western Road,Ealing,London,Greater London,NW107LW,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/8/26 11:38,Y,Source London,,Retail car park,0
219f81cc6c7826d1bb55686944865323,SRC_LDN60207,Asda Roehampton,51.439365,-0.245991,Asda Roehampton Superstore,Roehampton Vale,Roehampton,Putney,Greater London,SW15 3DT,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/8/26 11:39,Y,Source London,,Retail car park,0
d5253bc36fa24d25543dcc144f93b3dc,SRC_LDN60208,Asda Stamford Hill,51.573702,-0.071216,Asda Stamford Hill Supermarket,Clapton Common,"Stamford Hill, Hackney",London,Greater London,E59AG,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/8/26 11:40,Y,Source London,,Retail car park,0
d2803a212b8ca2ea925e3c7242b0b84f,SRC_LDN60211,Asda Wembley,51.56422,-0.275429,Asda Wembley Superstore,Forty Lane,,Wembley,Greater London,HA9 9EX,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/8/26 11:41,Y,Source London,,Retail car park,0
1be3614ec5d67a9fe3fd389516f369ea,SRC_LDN60212,Barking Road,51.519913,0.017249,,Barking Road,,Plaistow,Greater London,E13 8EQ,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/2 11:40,Y,Source London,1,On-street,0
b9f879d2c97fe4e050a153e142f0d9ba,SRC_LDN60214,Belgrave Road Car Park,51.398398,-0.075466,,Belgrave Road,,South Norwood,Greater London,SE25 5AL,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/2 13:29,Y,Source London,,Public car park,0
1aa75ead4fb22c7a6f25c91b5c48727e,SRC_LDN60216,Bentley Road Car Park,51.545689,#SPILL!,,Bentley Road,Hackney,Barnsbury,Greater London,N1 4BY,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/2 13:33,Y,Source London,,Public car park,0
9d9b6df568499e7a2b1e4091229913f3,SRC_LDN60217,Berkeley Square 1,51.509531,-0.144815,,Berkeley Square,,Piccadilly,Greater London,W1J 6EF,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/10/14 16:13,Y,Source London,1,On-street,0
b30bee5ec24f87c4a4e28163e78c8b22,SRC_LDN60222,Blackhorse Road Station Car Park 1,51.587386,-0.041217,,Blackhorse Road,,Walthamstow,Greater London,E17 6ND ,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/10/15 12:44,Y,Source London,,Public car park,0
6b9a66afa26a38e7d9127e2cbdec35a7,SRC_LDN60223,Blagdon Road Car Park,51.40034,-0.253348,,Blagdon Road,,New Malden,Greater London,KT3 4AH,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/2 13:45,Y,Source London,,Public car park,0
062b476579a41daea439432ac779b391,SRC_LDN60224,Blissett Street,51.474621,-0.012485,,Blissett Street,,Greenwich,Greater London,SE10 8UP,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/10/13 9:21,Y,Source London,1,On-street,0
c3f2cd4bad8360893f1ce25f71f75037,SRC_LDN60225,Blissett Street,51.475092,-0.0116,,Blissett Street,,Greenwich,Greater London,SE10 8UP,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/2 13:49,Y,Source London,1,On-street,0
0d45af329c08f0c1a96b274414684a37,SRC_LDN60226,Bocking Street,51.537303,-0.057225,,Bocking Street,Opposite Keltan House,London,Greater London,E84RU,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/2 13:50,Y,Source London,1,On-street,0
3478ebc519f2d13b79fc22803f47b765,SRC_LDN60228,Botwell Green Sports and Leisure Complex,51.509273,-0.420701,,East Avenue,,Hayes,Greater London,UB3 2HW,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/9 14:37,Y,Source London,,Leisure centre,0
5b5c37f4490273a893dd9a89d14ca062,SRC_LDN60229,Brandville Road Car Park,51.507454,-0.471399,,Brandville Road,,West Drayton,Greater London,UB7 7LT,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/2 14:03,Y,Source London,,Public car park,0
86a2e69c428aafb50b38a78f62d35b8d,SRC_LDN60230,Brent South Retail Park,51.5722,-0.224629,Brent Cross Shopping Park,Tilling Road,Brent Cross,Cricklewood,Greater London,NW2 1LS,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/2 14:04,Y,Source London,,Retail car park,0
0ffe862de5e1e5f4c37e267f87743ec4,SRC_LDN60233,Bridge Road,51.363739,-0.299159,,Bridge Road,,Chessington,Greater London,KT9 2RT,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/2 14:06,Y,Source London,1,On-street,0
3d57962739fd6ce041a88150f92290b8,SRC_LDN60234,Britannia Leisure Centre,51.53585,-0.083674,,Hyde Road,,Barnsbury,Greater London,N1 5JU,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/9 14:37,Y,Source London,,Leisure centre,0
9d512e28838bd0483c473d80a285d4e8,SRC_LDN60235,Bromley NCP - The Mall,51.40218,0.018289,,Elmfield Road,The Mall,Bickley,Greater London,BR1 1TR,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/2 14:09,Y,Source London,1,Retail car park,0
4f4ed24ebd74e0c83fb1dca8e065d4ca,SRC_LDN60237,Bury Road Car Park Level 1,51.59312,-0.10565,,Bury Road,Wood Green,Wood Green,Greater London,N22 6JA,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/2 14:14,Y,Source London,,Public car park,0
1608d514520ab9c8f76decb1d579f099,SRC_LDN60239,Cadogan Road West,51.494028,0.072651,,Cadogan Road,,Plumstead,Greater London,SE18 6YU,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/2 14:20,Y,Source London,1,On-street,0
49c965eeb9807e1f10e4e809cffee8fb,SRC_LDN60241,Canary Wharf 1,51.504622,-0.01628,,Canada Square,Basement Level 3,Poplar,Greater London,E14 5EW,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/10/13 15:52,Y,Source London,,Retail car park,0
5a8be7163b9b6d457877516ef0c8c257,SRC_LDN60243,Cattle Market Car Park (basement),51.409984,-0.298939,,Fairfield North,,Kingston upon Thames,Greater London,KT1 2PW,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/2 14:30,Y,Source London,,Public car park,0
729d75bf4ae9760e4f1f3522025cef25,SRC_LDN60244,Cedars Car Park,51.547779,-0.481442,,High Street,,Uxbridge,Greater London,UB8 1ND,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/2 14:31,Y,Source London,,Public car park,0
41f3cba68ffb2f2a2181b08abb545f89,SRC_LDN60246,Charing Cross Hospital,51.486559,-0.220487,,Fulham Palace Road,Hammersmith,Hammersmith,Greater London,W6 9NT,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/2 14:33,Y,Source London,,NHS property,0
512d92d7a986cbe30b2d82a804e3f009,SRC_LDN60249,Chiswick Peugeot (Robins & Day),51.492346,-0.281729,Robins & Day Chiswick,Chiswick Roundabout ,,Chiswick,Greater London,W4 5QD,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/8/26 10:07,Y,Source London,,On-street,0
ae9a5410bbfb439d970fe33802e86836,SRC_LDN60251,Church Street,51.625458,-0.062737,,Church Street,,Lower Edmonton,Greater London,N9 9DU,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/2 14:59,Y,Source London,1,On-street,0
53414900e2f2c28c88f5bb5ba754c49b,SRC_LDN60252,Circus Road,51.533632,-0.17234,,Circus Road,,St. John's Wood,Greater London,NW8 6PE,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/2 15:09,Y,Source London,1,On-street,0
39795321717ae630a8da44715d783ff7,SRC_LDN60254,Civic Centre Car Park 2,51.543617,-0.476692,,Whitehall Road,,Uxbridge,Greater London,UB8 2NZ,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/2 14:12,Y,Source London,,Public car park,0
496d691d99a11c0c98a1611ad4b1d52e,SRC_LDN60255,Claremont Road,51.394559,-0.304312,,Claremont Road,,Surbiton,Greater London,KT6 4RF,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/2 15:19,Y,Source London,1,On-street,0
9c3508e704aa16945cf79b05af57848c,SRC_LDN60256,Clarendon Rise/Albion Way Car Park,51.460762,-0.008725,,Albion Way,,Lewisham,Greater London,SE13 6BT,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/2 16:12,Y,Source London,,Public car park,0
ee15c3ff282db9cfc0557a4117c5edd0,SRC_LDN60257,Clements Road Multi Storey CP ,51.557015,0.072065,,Clements Rd,,Ilford,Greater London,IG1 1LG,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/2 16:16,Y,Source London,,Public car park,0
5958c80aabbcd2a448be9c36f0dfb50c,SRC_LDN60258,Clifton Villas,51.522475,-0.18527,,Clifton Villas,,Maida Vale,Greater London,W9 2PH,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/2 16:17,Y,Source London,1,On-street,0
83c733dc5d84598104562151cc1c79b3,SRC_LDN60261,Concert Hall Approach,51.504865,-0.11539,,Concert Hall Approach,,Bankside,Greater London,SE1 8XU,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/2 16:23,Y,Source London,1,On-street,0
3e450e4af4a57d230a480691c7b26a04,SRC_LDN60262,Copperfield Street,51.503093,-0.097657,,Copperfield Street,,Bankside,Greater London,SE1 0EP,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/2 16:23,Y,Source London,1,On-street,0
a82edd56d1ef3f81e94fefac1757ff8f,SRC_LDN60263,Cornthwaite Road,51.55799,-0.052564,,Cornthwaite Rd,,Upper Clapton,Greater London,E5 ,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/2 16:29,Y,Source London,1,On-street,0
38c37b881d026580ef22a9e4677f8096,SRC_LDN60264,Coverton Road,51.428398,-0.173291,,Coverton Road,Wandsworth,Tooting,Greater London,SW17 0QW,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/3 10:35,Y,Source London,1,On-street,0
224c6aa84b57848656f7dfd11cd67d34,SRC_LDN60266,Crouch Hall Road Car Park,51.579177,-0.124935,,Crouch Hall Road,,Hornsey,Greater London,N8 8HJ,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/2 14:29,Y,Source London,,On-street,0
f3d24e8d7784db1ed4ec0b98c85e1df8,SRC_LDN60267,Croydon Nissan,51.348263,-0.100816,,Brighton Road,,South Croydon,Greater London,CR2 6EU,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/3 10:52,Y,Source London,,Dealership forecourt,0
ea3840c049893ef0051edf8bb6fa23f8,SRC_LDN60268,Currie Motors (Great West Road),51.490509,-0.30872,,Eastbourne Road,,Brent,Greater London,TW8 9DP,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/3 10:55,Y,Source London,,Dealership forecourt,0
e623ff4f394d554c5a1d095987994377,SRC_LDN60269,Currie Motors Isleworth,51.46737,-0.333691,,Worton Road,,Isleworth,Greater London,TW7 6DS,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/3 10:55,Y,Source London,,Dealership forecourt,0
00edca0eac577434ebe1b76715e828ec,SRC_LDN60270,Currie Motors Kingston,51.415346,-0.252016,,Coombe Lane West,,Merton Park,Greater London,SW20 0AD,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/3 10:56,Y,Source London,,Dealership forecourt,0
0820738ec28ccc2b06a82d833d0ba1e8,SRC_LDN60271,Currie Motors Twickenham,51.45439,-0.33723,,Chertsey Road,,Twickenham,Greater London,TW1 1ER,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/3 10:57,Y,Source London,,Dealership forecourt,0
0341610337a295be1b50f527a701bc75,SRC_LDN60272,Cuthbert Road,51.615281,-0.063994,,Fore Street,Cuthbert Road,Upper Edmonton,Greater London,N18 2QE,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/3 10:58,Y,Source London,1,On-street,0
c25eb64a3eb4fdbee9c8ec96efcc53f6,SRC_LDN60274,Danecroft Road,51.456087,-0.093134,,Danecroft Road,,Herne Hill,Greater London,SE24 9PA,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/3 10:59,Y,Source London,1,On-street,0
c8306dd6f56237f32fd2f50c8bb7a566,SRC_LDN60276,Doddington Grove,51.486509,-0.103129,,Doddington Grove,,Walworth,Greater London,SE17 3SX,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/2 15:11,Y,Source London,1,On-street,0
64b856008505d7261b5df826362ae3b8,SRC_LDN60281,Eaton Square,51.494528,-0.153679,,Eaton Mews West,,Belgravia,Greater London,SW1W 9BG,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/3 11:19,Y,Source London,1,On-street,0
111d10c784b62405e0ce2f721ccc1acc,SRC_LDN60284,Euston Station Car Park 1,51.527632,-0.132849,Euston Station Car Park,Melton Street,Camden,Euston,Greater London,NW1 2RT,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/10/15 9:59,Y,Source London,,Public car park,0
9800a941e051517633763a1de894bdd2,SRC_LDN60285,ExCeL London Exhibition Centre 1,51.507979,0.027732,,Western Gateway,Royal Victoria Dock,Silvertown,Greater London,E16 1XL,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/10/14 14:53,Y,Source London,,Public car park,0
7f35b00da0f2864d5bd499a013bd8a63,SRC_LDN60287,Exeter Street,51.511797,-0.119935,,Exeter Street,,Covent Garden,Greater London,WC2E ,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/10/15 17:03,Y,Source London,1,On-street,0
5ecf438e3ba6480cc3a438114d08f6c5,SRC_LDN60288,Fairfield Road,51.409197,-0.29986,,Fairfield Road,,Kingston upon Thames,Greater London,KT1 2PS,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/2 15:21,Y,Source London,1,On-street,0
0e6a5ac64d865d6ac07c2fce64d7b1ba,SRC_LDN60289,Fairfield Road Car Park ,51.5139,-0.472019,,Fairfield Road,,West Drayton,Greater London,UB7 8EY,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/2 15:21,Y,Source London,,Public car park,0
74a026491d88fb1a903fa60bcdb5fed2,SRC_LDN60291,Featherstone Terrace Car Park,51.503302,-0.383114,,Featherstone Terrace,,Southall,Greater London,UB2 5AL,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/2 15:17,Y,Source London,,Public car park,0
b8e4ffcba1f8184a704c00fe3ba67999,SRC_LDN60293,Fore Street ,51.614933,-0.064182,,Cuthbert Road,,Upper Edmonton,Greater London,N18 2QE,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/2 15:05,Y,Source London,1,On-street,0
0db1bf9a0326038fe66d8a95af74919b,SRC_LDN60294,Francis Street 1,51.495977,-0.137269,,Francis Street,,Victoria Station,Greater London,SW1P 1QP,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/10/26 13:16,Y,Source London,1,On-street,0
92438c080af2aea5eab3352f8cc07875,SRC_LDN60300,Genotin Road,51.650837,-0.07932,,Genotin Road,,Botany Bay,Greater London,EN2 6EL,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/3 11:56,Y,Source London,1,On-street,0
004978819088d183a8f9841c6d2aa432,SRC_LDN60302,Gomm Road,51.495448,-0.053228,,Gomm Road,,Rotherhithe,Greater London,SE16 2TY,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/3 12:05,Y,Source London,1,On-street,0
f33d24234403ab352c4fcaaa86d9aedf,SRC_LDN60304,Grainges Car Park,51.545902,-0.481663,,Chequers Square,,Uxbridge,Greater London,UB8 1LN,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/3 12:07,Y,Source London,,Retail car park,0
58391e8604e4fc624fdb8114d42d1b65,SRC_LDN60307,Green Lane Car Park,51.611882,-0.427425,,Green Lane,,Northwood,Greater London,HA6 2XP,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/3 12:09,Y,Source London,,Public car park,0
16f60abada0c6e46aec7be29a16d05f1,SRC_LDN60309,Greenland Street,51.538454,-0.141014,,Greenland Street,,Euston,Greater London,NW1 0ND,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/3 12:10,Y,Source London,1,On-street,0
82ac5ef22d6c457c4b4b0ba73f0ed930,SRC_LDN60312,Harrow Civic Centre Car Park,51.589941,-0.332906,,Station Road,,Harrow,Greater London,HA1 2XY,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/3 12:18,Y,Source London,,Public car park,0
b7545f7b47b6048a7b6409bc345d2a9c,SRC_LDN60317,Heathrow Airport Terminal 4,51.45919,-0.445245,,Southern Perimeter Road,Terminal 4 Short Stay Carpark,Hounslow,Greater London,TW6 3YD,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/3 12:23,Y,Source London,,Public car park,0
99e8052e09a34539245a1c7af9617fe3,SRC_LDN60321,High Street Purley,51.337792,-0.115663,NWS House,High Street,,Kenley,Greater London,CR8 2AY,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/3 12:25,Y,Source London,,On-street,0
75e785cc9a3945b6e57db6e924db2f28,SRC_LDN60322,Highgrove Pool,51.580227,-0.409178,Highgrove Pool & Fitness Centr,Hume Way,,Ruislip,Greater London,HA4 8DZ,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/3 12:27,Y,Source London,,Leisure centre,0
03250ff73b1415d706a3bbdcaab0f475,SRC_LDN60324,Hillingdon Sports and Leisure Complex ,51.552936,-0.467928,,Gatting Way,,Uxbridge,Greater London,UB8 1ES,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/9 14:37,Y,Source London,,Leisure centre,0
bc80062ea0785aa09feff108dea55ed2,SRC_LDN60326,Holbeach Road Car Park,51.446872,-0.021691,,Holbeach Road,Catford,Bellingham,Greater London,SE6 4TW,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/4 10:31,Y,Source London,,Public car park,0
71a8117eb8bb945afdcd7551e28a6b53,SRC_LDN60328,Holland Street,51.506937,-0.10071,,Holland Street,,Bankside,Greater London,SE1 9NX,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/4 10:33,Y,Source London,1,On-street,0
d0b416a4ccac7ca256e9e0b8d137ec0b,SRC_LDN60329,Homerton Hospital Car park,51.549749,-0.045288,,Homertown Grove,,Homerton,Greater London,E9 8BX,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/4 10:39,Y,Source London,,NHS property,0
df3c83cabeab2f43401dc6a7006c2d2a,SRC_LDN60330,Hook Road Car Park,51.367871,-0.306275,,Elm Road,,Chessington,Greater London,KT9 1AF,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/4 10:42,Y,Source London,,Public car park,0
7493594cefaf0a08a47135ea019ac24a,SRC_LDN60331,Horseferry Place,51.482478,-0.01341,,Horseferry Place,,Greenwich,Greater London,SE10 9HG,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/4 10:44,Y,Source London,1,On-street,0
d05854f0a3eb6b2b5a879183bee5b54c,SRC_LDN60332,Horseferry Road,51.494795,-0.130243,,Marsham Street,,Victoria Station,Greater London,SW1P 2AA,gb,Source London,https://www.sourcelondon.net,Source London,https://www.sourcelondon.net,Source London,In service,2012,2015/9/4 10:44,Y,Source London,1,On-street,0
